deviceId,date,steps_sum,steps_max_5min,sensor_intervals,steps_observed,steps_coverage
hp91,2021-03-09,0.0,0.0,2,1,0.5
hp91,2021-03-10,,,3,0,0.0
hp91,2021-03-11,,,4,0,0.0
hp91,2021-03-12,0.0,0.0,33,1,0.030303030303030304
hp91,2021-03-13,0.0,0.0,2,1,0.5
hp91,2021-03-14,,,1,0,0.0
hp91,2021-03-15,0.0,0.0,6,1,0.16666666666666666
hp91,2021-03-16,0.0,0.0,39,2,0.05128205128205128
hp91,2021-03-17,,,7,0,0.0
hp91,2021-03-18,7.666666666666667,7.666666666666667,1,1,1.0
hp91,2021-03-19,,,7,0,0.0
hp91,2021-03-21,0.0,0.0,5,1,0.2
hp91,2021-03-22,,,8,0,0.0
hp91,2021-03-23,0.0,0.0,5,2,0.4
hp91,2021-03-24,0.0,0.0,5,1,0.2
hp91,2021-03-25,0.0,0.0,10,2,0.2
hp91,2021-03-27,0.0,0.0,3,1,0.3333333333333333
hp91,2021-03-28,,,2,0,0.0
hp91,2021-03-29,0.0,0.0,7,1,0.14285714285714285
hp91,2021-03-30,0.0,0.0,6,1,0.16666666666666666
hp91,2021-03-31,,,9,0,0.0
hp91,2021-04-01,9.48,9.48,11,4,0.36363636363636365
hp91,2021-04-03,0.0,0.0,2,1,0.5
it48,2021-03-05,,,2,0,0.0
it48,2021-03-08,7.166666666666667,4.666666666666667,33,13,0.3939393939393939
it48,2021-03-09,4.142857142857143,4.142857142857143,8,3,0.375
it48,2021-03-10,2.5,2.5,11,5,0.45454545454545453
it48,2021-03-11,0.0,0.0,22,3,0.13636363636363635
it48,2021-03-12,0.0,0.0,11,2,0.18181818181818182
it48,2021-03-14,0.0,0.0,44,14,0.3181818181818182
it48,2021-03-15,3.25,3.25,30,4,0.13333333333333333
it48,2021-03-16,9.2,5.2,27,6,0.2222222222222222
it48,2021-03-17,0.0,0.0,25,4,0.16
it48,2021-03-18,0.0,0.0,14,1,0.07142857142857142
it48,2021-03-19,0.0,0.0,26,7,0.2692307692307692
it48,2021-03-20,0.0,0.0,39,8,0.20512820512820512
it48,2021-03-21,4.0,2.0,65,34,0.5230769230769231
it48,2021-03-22,0.0,0.0,29,10,0.3448275862068966
it48,2021-03-23,8.5,6.0,10,3,0.3
it48,2021-03-24,1.6666666666666667,1.6666666666666667,28,6,0.21428571428571427
it48,2021-03-25,0.0,0.0,20,1,0.05
it48,2021-03-26,14.777777777777779,7.0,37,7,0.1891891891891892
it48,2021-03-27,0.0,0.0,7,3,0.42857142857142855
it48,2021-03-28,0.0,0.0,10,1,0.1
it48,2021-03-29,0.0,0.0,26,4,0.15384615384615385
it48,2021-03-30,0.0,0.0,32,8,0.25
it48,2021-03-31,0.0,0.0,3,3,1.0
it48,2021-04-01,15.5,15.5,18,5,0.2777777777777778
it48,2021-04-02,0.0,0.0,14,5,0.35714285714285715
it48,2021-04-03,,,22,0,0.0
it48,2021-04-04,26.666666666666668,26.666666666666668,7,2,0.2857142857142857
ka67,2021-03-04,,,28,0,0.0
ka67,2021-03-08,0.0,0.0,25,10,0.4
ka67,2021-03-09,0.0,0.0,34,4,0.11764705882352941
ka67,2021-03-10,0.0,0.0,24,1,0.041666666666666664
ka67,2021-03-11,41.0,41.0,15,1,0.06666666666666667
ka67,2021-03-12,,,32,0,0.0
ka67,2021-03-13,,,7,0,0.0
ka67,2021-03-14,0.0,0.0,38,4,0.10526315789473684
ka67,2021-03-15,0.0,0.0,15,1,0.06666666666666667
ka67,2021-03-16,0.0,0.0,15,1,0.06666666666666667
ka67,2021-03-17,,,3,0,0.0
ka67,2021-03-18,0.0,0.0,35,2,0.05714285714285714
ka67,2021-03-19,,,23,0,0.0
ka67,2021-03-20,0.0,0.0,63,4,0.06349206349206349
ka67,2021-03-21,,,41,0,0.0
ka67,2021-03-22,,,20,0,0.0
ka67,2021-03-23,1.2222222222222223,1.2222222222222223,8,2,0.25
ka67,2021-03-24,,,8,0,0.0
ka67,2021-03-25,31.0,31.0,17,3,0.17647058823529413
ka67,2021-03-26,183.0,183.0,45,5,0.1111111111111111
ka67,2021-03-27,0.0,0.0,20,3,0.15
ka67,2021-03-28,0.0,0.0,42,6,0.14285714285714285
ka67,2021-03-29,,,11,0,0.0
ka67,2021-03-30,0.0,0.0,3,1,0.3333333333333333
ka67,2021-03-31,0.0,0.0,15,1,0.06666666666666667
ka67,2021-04-01,0.0,0.0,46,7,0.15217391304347827
ka67,2021-04-02,0.0,0.0,7,5,0.7142857142857143
ka67,2021-04-03,0.0,0.0,22,2,0.09090909090909091
kb24,2021-03-06,,,7,0,0.0
kb24,2021-03-11,0.0,0.0,13,4,0.3076923076923077
kb24,2021-03-12,0.0,0.0,9,2,0.2222222222222222
kb24,2021-03-13,5.5,5.5,2,1,0.5
kb24,2021-03-14,0.0,0.0,12,3,0.25
kb24,2021-03-15,0.0,0.0,57,7,0.12280701754385964
kb24,2021-03-16,2.5,2.5,9,2,0.2222222222222222
kb24,2021-03-17,0.0,0.0,6,3,0.5
kb24,2021-03-18,0.0,0.0,3,1,0.3333333333333333
kb24,2021-03-19,0.0,0.0,3,2,0.6666666666666666
kb24,2021-03-20,,,3,0,0.0
kb24,2021-03-21,0.0,0.0,1,1,1.0
kb24,2021-03-22,,,4,0,0.0
kb24,2021-03-23,0.0,0.0,3,1,0.3333333333333333
kb24,2021-03-25,0.0,0.0,1,1,1.0
kb24,2021-03-28,0.0,0.0,4,1,0.25
kb24,2021-03-29,0.0,0.0,12,3,0.25
kb24,2021-03-31,0.0,0.0,7,1,0.14285714285714285
kb24,2021-04-02,,,2,0,0.0
kb24,2021-04-03,,,1,0,0.0
kb24,2021-04-04,,,3,0,0.0
kb24,2021-04-05,,,6,0,0.0
kb24,2021-04-06,,,3,0,0.0
kb24,2021-04-07,,,3,0,0.0
kn13,2021-03-10,,,1,0,0.0
kn13,2021-03-11,,,3,0,0.0
kn13,2021-03-12,,,1,0,0.0
kn13,2021-03-13,0.0,0.0,12,3,0.25
kn13,2021-03-14,0.0,0.0,21,4,0.19047619047619047
kn13,2021-03-16,0.0,0.0,13,4,0.3076923076923077
kn13,2021-03-17,0.0,0.0,9,5,0.5555555555555556
kn13,2021-03-18,0.0,0.0,13,6,0.46153846153846156
kn13,2021-03-19,0.0,0.0,19,3,0.15789473684210525
kn13,2021-03-21,6.0,6.0,8,4,0.5
kn13,2021-03-22,,,1,0,0.0
kn13,2021-03-23,0.0,0.0,17,10,0.5882352941176471
kn13,2021-03-24,,,11,0,0.0
kn13,2021-03-25,0.0,0.0,19,6,0.3157894736842105
kn13,2021-03-26,20.0,20.0,17,9,0.5294117647058824
kn13,2021-03-28,0.0,0.0,10,6,0.6
kn13,2021-03-29,,,2,0,0.0
kn13,2021-03-30,0.0,0.0,27,8,0.2962962962962963
kn13,2021-03-31,,,8,0,0.0
kn13,2021-04-01,0.0,0.0,17,2,0.11764705882352941
md23,2021-03-04,,,23,0,0.0
md23,2021-03-07,,,1,0,0.0
md23,2021-03-08,18.902097902097903,13.0,41,9,0.21951219512195122
md23,2021-03-09,,,10,0,0.0
md23,2021-03-10,0.0,0.0,2,1,0.5
md23,2021-03-11,122.0,122.0,20,8,0.4
md23,2021-03-12,0.0,0.0,10,2,0.2
md23,2021-03-13,5.5,5.5,27,5,0.18518518518518517
md23,2021-03-14,4.142857142857143,4.142857142857143,10,3,0.3
md23,2021-03-15,,,5,0,0.0
md23,2021-03-16,,,2,0,0.0
md23,2021-03-17,0.0,0.0,11,6,0.5454545454545454
md23,2021-03-18,,,3,0,0.0
md23,2021-03-19,29.0,27.0,45,14,0.3111111111111111
md23,2021-03-20,3.1666666666666665,3.1666666666666665,12,5,0.4166666666666667
md23,2021-03-21,0.0,0.0,39,7,0.1794871794871795
md23,2021-03-22,0.0,0.0,12,3,0.25
md23,2021-03-23,0.0,0.0,2,1,0.5
md23,2021-03-24,22.25,22.25,37,2,0.05405405405405406
md23,2021-03-25,,,11,0,0.0
md23,2021-03-26,0.0,0.0,27,3,0.1111111111111111
md23,2021-03-27,,,6,0,0.0
md23,2021-03-28,4.5,4.5,8,2,0.25
md23,2021-03-29,3.4,3.4,12,4,0.3333333333333333
md23,2021-03-30,,,3,0,0.0
md23,2021-03-31,32.0,32.0,31,8,0.25806451612903225
md23,2021-04-01,0.0,0.0,10,3,0.3
md23,2021-04-02,3.2,3.2,12,5,0.4166666666666667
md23,2021-04-03,18.33333333333333,18.33333333333333,19,4,0.21052631578947367
md23,2021-04-04,0.0,0.0,12,2,0.16666666666666666
md23,2021-04-05,0.0,0.0,6,1,0.16666666666666666
mg25,2021-03-08,,,23,0,0.0
mg25,2021-03-09,,,26,0,0.0
mg25,2021-03-10,1.181818181818182,1.181818181818182,22,1,0.045454545454545456
mg25,2021-03-27,,,4,0,0.0
mg25,2021-03-28,,,21,0,0.0
mg25,2021-03-29,,,8,0,0.0
mg25,2021-03-30,,,3,0,0.0
mg25,2021-03-31,,,12,0,0.0
mg25,2021-04-01,,,1,0,0.0
mg25,2021-04-02,1.4166666666666667,1.4166666666666667,13,1,0.07692307692307693
mg25,2021-04-03,,,6,0,0.0
mg25,2021-04-04,,,34,0,0.0
mh40,2021-03-04,,,74,0,0.0
mh40,2021-03-07,0.0,0.0,1,1,1.0
mh40,2021-03-08,1.4166666666666667,1.4166666666666667,43,27,0.627906976744186
mh40,2021-03-09,41.1,35.5,92,36,0.391304347826087
mh40,2021-03-10,7.0,5.333333333333333,65,39,0.6
mh40,2021-03-11,9.266666666666667,5.666666666666667,65,37,0.5692307692307692
mh40,2021-03-12,75.0,31.666666666666668,82,48,0.5853658536585366
mh40,2021-03-13,61.425,35.0,44,24,0.5454545454545454
mh40,2021-03-14,3.8666666666666663,2.4,62,31,0.5
mh40,2021-03-15,17.84285714285714,4.333333333333333,65,47,0.7230769230769231
mh40,2021-03-16,3.166666666666667,2.0,49,38,0.7755102040816326
mh40,2021-03-17,42.43333333333334,19.25,52,28,0.5384615384615384
mh40,2021-03-18,26.33333333333333,26.33333333333333,76,28,0.3684210526315789
mh40,2021-03-19,8.125,5.625,67,23,0.34328358208955223
mh40,2021-03-20,0.0,0.0,47,22,0.46808510638297873
mh40,2021-03-21,45.13333333333333,12.666666666666666,50,24,0.48
mh40,2021-03-22,20.236011904761906,10.871428571428572,71,21,0.29577464788732394
mh40,2021-03-23,3.0,3.0,50,23,0.46
mh40,2021-03-24,68.11111111111111,56.0,76,31,0.40789473684210525
mh40,2021-03-25,11.0,11.0,39,13,0.3333333333333333
mh40,2021-03-26,140.73571428571427,130.2,25,17,0.68
mh40,2021-03-27,39.225,23.6,57,32,0.5614035087719298
mh40,2021-03-28,25.80952380952381,15.0,78,24,0.3076923076923077
mh40,2021-03-29,15.6,8.5,91,49,0.5384615384615384
mh40,2021-03-31,99.5,93.5,50,28,0.56
mh40,2021-04-01,3.8,3.8,43,25,0.5813953488372093
mh40,2021-04-02,3.333333333333333,3.333333333333333,31,14,0.45161290322580644
mh40,2021-04-03,11.142857142857142,11.142857142857142,40,28,0.7
mh40,2021-04-04,0.0,0.0,84,34,0.40476190476190477
nd56,2021-03-04,,,33,0,0.0
nd56,2021-03-05,,,71,0,0.0
nd56,2021-03-06,,,60,0,0.0
nd56,2021-03-07,0.0,0.0,87,1,0.011494252873563218
nd56,2021-03-08,57.475,34.0,143,23,0.16083916083916083
nd56,2021-03-09,29.875,15.0,107,20,0.18691588785046728
nd56,2021-03-10,66.0,45.0,114,28,0.24561403508771928
nd56,2021-03-11,80.11904761904762,52.0,120,30,0.25
nd56,2021-03-12,48.75,22.0,129,36,0.27906976744186046
nd56,2021-03-13,60.90833333333333,10.5,166,20,0.12048192771084337
nd56,2021-03-14,47.5,20.666666666666668,82,17,0.2073170731707317
nd56,2021-03-15,45.32222222222222,21.666666666666668,127,14,0.11023622047244094
nd56,2021-03-16,46.74523809523809,14.4,162,31,0.19135802469135801
nd56,2021-03-17,16.0,7.333333333333333,130,15,0.11538461538461539
nd56,2021-03-19,329.58809523809526,136.0,171,41,0.23976608187134502
nd56,2021-03-20,131.56547619047618,56.0,108,45,0.4166666666666667
nd56,2021-03-21,63.75,38.0,89,22,0.24719101123595505
nd56,2021-03-22,0.0,0.0,31,10,0.3225806451612903
nd56,2021-03-23,0.0,0.0,18,5,0.2777777777777778
nd56,2021-03-24,3.75,3.75,36,8,0.2222222222222222
nd56,2021-03-25,24.0,20.0,68,15,0.22058823529411764
nd56,2021-03-26,8.88888888888889,7.0,85,17,0.2
nd56,2021-03-27,39.87738095238095,8.333333333333334,172,44,0.2558139534883721
nd56,2021-03-28,0.0,0.0,104,11,0.10576923076923077
nd56,2021-03-29,0.0,0.0,68,12,0.17647058823529413
nd56,2021-03-30,36.15384615384615,31.0,39,10,0.2564102564102564
nd56,2021-03-31,7.666666666666667,7.666666666666667,54,7,0.12962962962962962
nd56,2021-04-01,0.0,0.0,42,5,0.11904761904761904
nd56,2021-04-02,5.0,5.0,29,6,0.20689655172413793
nd56,2021-04-03,8.95,6.75,139,14,0.10071942446043165
nd56,2021-04-04,25.2,25.2,31,2,0.06451612903225806
pg18,2021-03-08,0.0,0.0,19,1,0.05263157894736842
pg18,2021-03-09,0.0,0.0,40,6,0.15
pg18,2021-03-10,,,4,0,0.0
pg18,2021-03-11,0.0,0.0,15,1,0.06666666666666667
pg18,2021-03-12,0.0,0.0,11,1,0.09090909090909091
pg18,2021-03-13,0.0,0.0,3,1,0.3333333333333333
pg18,2021-03-14,0.0,0.0,6,2,0.3333333333333333
pg18,2021-03-15,0.0,0.0,13,1,0.07692307692307693
pg18,2021-03-16,0.0,0.0,14,2,0.14285714285714285
pg18,2021-03-17,,,10,0,0.0
pg18,2021-03-18,0.0,0.0,13,1,0.07692307692307693
pg18,2021-03-19,,,3,0,0.0
pg18,2021-03-20,0.0,0.0,9,1,0.1111111111111111
pg18,2021-03-21,0.0,0.0,3,1,0.3333333333333333
pg18,2021-03-22,0.0,0.0,20,2,0.1
pg18,2021-03-23,0.0,0.0,6,1,0.16666666666666666
pg18,2021-03-24,0.0,0.0,10,2,0.2
pg18,2021-03-25,0.0,0.0,5,1,0.2
pg18,2021-03-26,,,9,0,0.0
pg18,2021-03-27,2.166666666666667,1.6666666666666667,4,3,0.75
pg18,2021-03-28,,,9,0,0.0
pg18,2021-03-29,,,9,0,0.0
pg18,2021-03-30,,,2,0,0.0
pg18,2021-03-31,,,4,0,0.0
pg18,2021-04-01,0.0,0.0,15,1,0.06666666666666667
pg18,2021-04-02,0.0,0.0,17,5,0.29411764705882354
pg18,2021-04-04,0.0,0.0,3,2,0.6666666666666666
pg18,2021-04-05,,,3,0,0.0
pm96,2021-03-06,,,21,0,0.0
pm96,2021-03-07,,,59,0,0.0
pm96,2021-03-08,2.0,2.0,38,8,0.21052631578947367
pm96,2021-03-09,106.2,99.0,52,16,0.3076923076923077
pm96,2021-03-10,0.0,0.0,49,13,0.2653061224489796
pm96,2021-03-11,4.75,4.75,30,9,0.3
pm96,2021-03-12,0.0,0.0,72,4,0.05555555555555555
pm96,2021-03-13,6.0,6.0,25,5,0.2
pm96,2021-03-14,2.2,2.2,56,20,0.35714285714285715
pm96,2021-03-15,0.0,0.0,27,3,0.1111111111111111
pm96,2021-03-16,0.0,0.0,37,4,0.10810810810810811
pm96,2021-03-17,10.25,10.25,28,5,0.17857142857142858
pm96,2021-03-18,61.16666666666666,55.66666666666666,43,8,0.18604651162790697
pm96,2021-03-19,390.1666666666667,198.0,56,25,0.44642857142857145
pm96,2021-03-20,5.4,5.4,40,15,0.375
pm96,2021-03-21,31.1,15.0,58,32,0.5517241379310345
pm96,2021-03-22,0.0,0.0,24,3,0.125
pm96,2021-03-23,2.5,2.5,35,11,0.3142857142857143
pm96,2021-03-24,1.1428571428571428,1.1428571428571428,33,7,0.21212121212121213
pm96,2021-03-25,68.25,60.0,47,9,0.19148936170212766
pm96,2021-03-26,10.0,5.0,46,17,0.3695652173913043
pm96,2021-03-27,0.0,0.0,11,2,0.18181818181818182
pm96,2021-03-28,7.5,5.0,93,23,0.24731182795698925
pm96,2021-03-29,0.0,0.0,19,3,0.15789473684210525
pm96,2021-03-30,0.0,0.0,27,5,0.18518518518518517
pm96,2021-03-31,0.0,0.0,7,3,0.42857142857142855
pm96,2021-04-01,21.666666666666664,11.0,46,12,0.2608695652173913
pm96,2021-04-02,42.0,42.0,49,5,0.10204081632653061
pm96,2021-04-03,0.0,0.0,34,4,0.11764705882352941
pm96,2021-04-04,0.0,0.0,38,12,0.3157894736842105
pm96,2021-04-05,,,1,0,0.0
pw85,2021-03-04,,,1,0,0.0
pw85,2021-03-08,0.0,0.0,19,7,0.3684210526315789
pw85,2021-03-09,5.4523809523809526,4.166666666666667,47,19,0.40425531914893614
pw85,2021-03-10,16.29638752052545,9.5,18,6,0.3333333333333333
pw85,2021-03-11,2.1666666666666665,2.1666666666666665,19,3,0.15789473684210525
pw85,2021-03-12,12.18421052631579,10.5,26,10,0.38461538461538464
pw85,2021-03-13,137.16666666666669,43.0,91,46,0.5054945054945055
pw85,2021-03-14,,,2,0,0.0
pw85,2021-03-15,0.0,0.0,5,1,0.2
pw85,2021-03-16,0.0,0.0,28,9,0.32142857142857145
pw85,2021-03-17,0.0,0.0,35,12,0.34285714285714286
pw85,2021-03-18,5.5,5.5,58,14,0.2413793103448276
pw85,2021-03-19,,,38,0,0.0
pw85,2021-03-20,0.0,0.0,71,17,0.23943661971830985
pw85,2021-03-21,8.333333333333334,8.333333333333334,71,17,0.23943661971830985
pw85,2021-03-22,18.166666666666664,10.666666666666666,50,16,0.32
pw85,2021-03-23,0.0,0.0,28,7,0.25
pw85,2021-03-24,11.455555555555556,5.9,26,8,0.3076923076923077
pw85,2021-03-25,0.0,0.0,37,8,0.21621621621621623
pw85,2021-03-26,2.1666666666666665,2.1666666666666665,27,10,0.37037037037037035
pw85,2021-03-28,0.0,0.0,32,5,0.15625
pw85,2021-03-29,0.0,0.0,28,15,0.5357142857142857
pw85,2021-03-30,0.5,0.5,13,6,0.46153846153846156
pw85,2021-03-31,,,13,0,0.0
pw85,2021-04-01,,,13,0,0.0
pw85,2021-04-02,,,5,0,0.0
pw85,2021-04-03,,,2,0,0.0
rb86,2021-03-04,,,11,0,0.0
rb86,2021-03-05,,,36,0,0.0
rb86,2021-03-06,,,25,0,0.0
rb86,2021-03-07,,,25,0,0.0
rb86,2021-03-08,2.6,2.6,26,13,0.5
rb86,2021-03-09,2.5,2.5,10,1,0.1
rb86,2021-03-10,3.333333333333333,3.333333333333333,33,21,0.6363636363636364
rb86,2021-03-11,19.5,12.0,13,6,0.46153846153846156
rb86,2021-03-12,3.75,3.0,13,5,0.38461538461538464
rb86,2021-03-13,0.0,0.0,11,7,0.6363636363636364
rb86,2021-03-14,0.0,0.0,54,11,0.2037037037037037
rb86,2021-03-15,6.4,6.4,11,4,0.36363636363636365
rb86,2021-03-16,0.0,0.0,19,9,0.47368421052631576
rb86,2021-03-17,0.0,0.0,18,6,0.3333333333333333
rb86,2021-03-18,0.0,0.0,28,4,0.14285714285714285
rb86,2021-03-19,0.0,0.0,6,4,0.6666666666666666
rb86,2021-03-20,60.5,58.0,20,4,0.2
rb86,2021-03-21,0.0,0.0,20,3,0.15
rb86,2021-03-22,26.0,26.0,11,3,0.2727272727272727
rb86,2021-03-23,0.0,0.0,22,5,0.22727272727272727
rb86,2021-03-24,26.0,26.0,11,4,0.36363636363636365
rb86,2021-03-25,0.0,0.0,16,6,0.375
rb86,2021-03-26,4.4,4.4,21,9,0.42857142857142855
rb86,2021-03-27,0.0,0.0,28,10,0.35714285714285715
rb86,2021-03-28,0.0,0.0,33,4,0.12121212121212122
rb86,2021-03-29,22.833333333333332,10.0,37,11,0.2972972972972973
rb86,2021-03-30,0.0,0.0,14,8,0.5714285714285714
rb86,2021-03-31,24.8,22.0,18,7,0.3888888888888889
rb86,2021-04-01,5.333333333333333,5.333333333333333,12,4,0.3333333333333333
rb86,2021-04-02,0.0,0.0,15,7,0.4666666666666667
rb86,2021-04-03,0.0,0.0,14,7,0.5
rb86,2021-04-04,0.0,0.0,7,1,0.14285714285714285
rb86,2021-04-05,,,3,0,0.0
rw83,2021-03-08,24.35,13.0,61,38,0.6229508196721312
rw83,2021-03-09,12.833333333333332,7.5,65,20,0.3076923076923077
rw83,2021-03-10,43.44155844155844,10.0,53,24,0.4528301886792453
rw83,2021-03-11,54.75,33.0,75,36,0.48
rw83,2021-03-12,47.66666666666667,29.0,50,11,0.22
rw83,2021-03-13,49.128571428571426,19.0,76,34,0.4473684210526316
rw83,2021-03-14,23.30952380952381,10.5,55,23,0.41818181818181815
rw83,2021-03-15,145.47069597069594,38.92307692307692,63,22,0.3492063492063492
rw83,2021-03-16,15.383838383838384,6.0,64,30,0.46875
rw83,2021-03-17,91.74743589743589,44.0,58,28,0.4827586206896552
rw83,2021-03-18,62.17420634920635,26.0,48,24,0.5
rw83,2021-03-19,75.06785714285715,20.25,37,21,0.5675675675675675
rw83,2021-03-20,32.916666666666664,12.5,41,25,0.6097560975609756
rw83,2021-03-21,22.083333333333332,8.5,26,15,0.5769230769230769
rw83,2021-03-22,18.8,12.0,84,43,0.5119047619047619
rw83,2021-03-23,15.666666666666668,11.0,64,25,0.390625
rw83,2021-03-24,17.5,12.0,78,14,0.1794871794871795
rw83,2021-03-25,40.69444444444444,13.0,69,31,0.4492753623188406
rw83,2021-03-26,48.0,25.0,56,30,0.5357142857142857
rw83,2021-03-27,6.151515151515151,3.333333333333333,32,20,0.625
rw83,2021-03-28,24.65,18.75,65,32,0.49230769230769234
rw83,2021-03-29,67.83333333333333,49.5,56,30,0.5357142857142857
rw83,2021-03-30,90.32380952380952,22.0,69,41,0.5942028985507246
rw83,2021-03-31,68.32142857142856,30.33333333333333,80,47,0.5875
rw83,2021-04-01,75.71153846153845,19.33333333333333,108,63,0.5833333333333334
rw83,2021-04-02,0.0,0.0,80,28,0.35
rw83,2021-04-03,10.0,6.5,28,7,0.25
rw83,2021-04-04,0.0,0.0,6,2,0.3333333333333333
ry23,2021-03-05,,,15,0,0.0
ry23,2021-03-08,3.6666666666666665,3.6666666666666665,6,2,0.3333333333333333
ry23,2021-03-09,,,5,0,0.0
ry23,2021-03-10,0.0,0.0,3,1,0.3333333333333333
ry23,2021-03-11,,,1,0,0.0
ry23,2021-03-12,0.0,0.0,47,11,0.23404255319148937
ry23,2021-03-13,0.0,0.0,17,4,0.23529411764705882
ry23,2021-03-15,,,1,0,0.0
ry23,2021-03-16,,,2,0,0.0
ry23,2021-03-17,0.0,0.0,7,1,0.14285714285714285
ry23,2021-03-18,0.0,0.0,9,4,0.4444444444444444
ry23,2021-03-20,6.428571428571429,3.0,14,11,0.7857142857142857
ry23,2021-03-21,3.0,3.0,4,3,0.75
ry23,2021-03-22,,,3,0,0.0
ry23,2021-03-23,2.75,2.75,11,5,0.45454545454545453
ry23,2021-03-24,0.0,0.0,11,8,0.7272727272727273
ry23,2021-03-25,0.0,0.0,47,13,0.2765957446808511
ry23,2021-03-26,30.133333333333333,21.3,12,6,0.5
ry23,2021-03-27,0.0,0.0,1,1,1.0
ry23,2021-03-28,0.0,0.0,7,4,0.5714285714285714
ry23,2021-03-29,3.333333333333333,3.333333333333333,3,1,0.3333333333333333
ry23,2021-03-30,4.5,4.5,15,6,0.4
ry23,2021-03-31,0.0,0.0,6,3,0.5
ry23,2021-04-01,192.76666666666665,95.6,16,12,0.75
ry23,2021-04-02,,,1,0,0.0
ry23,2021-04-03,2.0,2.0,12,4,0.3333333333333333
ry23,2021-04-04,0.0,0.0,4,3,0.75
ry23,2021-04-05,,,5,0,0.0
sc27,2021-03-05,,,1,0,0.0
sc27,2021-03-07,,,1,0,0.0
sc27,2021-03-08,0.0,0.0,13,1,0.07692307692307693
sc27,2021-03-09,,,6,0,0.0
sc27,2021-03-10,0.0,0.0,44,1,0.022727272727272728
sc27,2021-03-12,,,6,0,0.0
sc27,2021-03-13,0.0,0.0,18,1,0.05555555555555555
sc27,2021-03-14,2.9411764705882355,2.9411764705882355,8,1,0.125
sc27,2021-03-15,,,4,0,0.0
sc27,2021-03-16,,,9,0,0.0
sc27,2021-03-17,,,10,0,0.0
sc27,2021-03-18,,,2,0,0.0
sc27,2021-03-19,,,1,0,0.0
sc27,2021-03-20,,,5,0,0.0
sc27,2021-03-21,,,8,0,0.0
sc27,2021-03-22,,,5,0,0.0
sc27,2021-03-23,,,11,0,0.0
sc27,2021-03-24,,,3,0,0.0
sc27,2021-03-25,,,2,0,0.0
sc27,2021-03-26,,,3,0,0.0
sc27,2021-03-27,,,18,0,0.0
sc27,2021-03-28,0.0,0.0,29,1,0.034482758620689655
sc27,2021-03-29,,,3,0,0.0
sc27,2021-03-30,,,2,0,0.0
sc27,2021-03-31,,,7,0,0.0
sc27,2021-04-01,,,2,0,0.0
sc27,2021-04-02,,,1,0,0.0
sc27,2021-04-03,0.0,0.0,26,1,0.038461538461538464
sh29,2021-03-04,,,91,0,0.0
sh29,2021-03-07,0.0,0.0,3,2,0.6666666666666666
sh29,2021-03-08,18.06060606060606,5.0,98,52,0.5306122448979592
sh29,2021-03-09,73.73333333333333,12.0,106,47,0.44339622641509435
sh29,2021-03-10,235.5666666666667,74.75,89,51,0.5730337078651685
sh29,2021-03-11,47.68636363636364,31.0,86,46,0.5348837209302325
sh29,2021-03-12,28.649999999999995,14.166666666666666,79,38,0.4810126582278481
sh29,2021-03-13,82.68333333333334,40.0,105,46,0.4380952380952381
sh29,2021-03-14,13.666666666666668,5.666666666666667,107,42,0.3925233644859813
sh29,2021-03-15,90.45024420024421,31.33333333333333,127,91,0.7165354330708661
sh29,2021-03-16,31.166666666666664,18.5,80,45,0.5625
sh29,2021-03-17,95.22222222222223,47.0,98,50,0.5102040816326531
sh29,2021-03-18,26.6,10.6,89,39,0.43820224719101125
sh29,2021-03-19,137.26666666666665,85.0,58,20,0.3448275862068966
sh29,2021-03-20,33.88333333333333,12.5,77,38,0.4935064935064935
sh29,2021-03-21,17.041666666666664,10.125,112,38,0.3392857142857143
sh29,2021-03-22,16.666666666666664,10.666666666666666,60,27,0.45
sh29,2021-03-23,78.82597402597403,26.75,91,47,0.5164835164835165
sh29,2021-03-24,15.042857142857143,7.0,52,30,0.5769230769230769
sh29,2021-03-25,38.75,36.25,94,40,0.425531914893617
sh29,2021-03-26,71.05,28.25,75,35,0.4666666666666667
sh29,2021-03-27,26.33333333333333,26.33333333333333,63,28,0.4444444444444444
sh29,2021-03-28,131.16666666666669,88.0,104,41,0.3942307692307692
sh29,2021-03-29,37.36666666666667,26.2,80,30,0.375
sh29,2021-03-30,6.5,4.0,53,30,0.5660377358490566
sh29,2021-03-31,119.19047619047619,74.0,121,60,0.49586776859504134
sh29,2021-04-01,0.0,0.0,97,58,0.5979381443298969
sh29,2021-04-02,27.066666666666666,20.666666666666668,41,27,0.6585365853658537
sh29,2021-04-03,,,1,0,0.0
sm34,2021-03-06,,,7,0,0.0
sm34,2021-03-08,21.0,21.0,12,4,0.3333333333333333
sm34,2021-03-09,0.0,0.0,8,2,0.25
sm34,2021-03-10,,,5,0,0.0
sm34,2021-03-11,,,8,0,0.0
sm34,2021-03-12,0.0,0.0,4,1,0.25
sm34,2021-03-13,,,3,0,0.0
sm34,2021-03-15,0.0,0.0,5,1,0.2
sm34,2021-03-16,0.0,0.0,19,5,0.2631578947368421
sm34,2021-03-17,7.589743589743589,5.0,8,5,0.625
sm34,2021-03-18,0.0,0.0,23,5,0.21739130434782608
sm34,2021-03-19,0.0,0.0,42,1,0.023809523809523808
sm34,2021-03-20,0.0,0.0,38,9,0.23684210526315788
sm34,2021-03-21,,,11,0,0.0
sm34,2021-03-23,0.0,0.0,2,1,0.5
