deviceId,date,hour,steps_sum,steps_max_5min,sensor_intervals,steps_observed,steps_coverage
sc27,2021-03-08,2021-03-08 09:00:00,,,1,0,0.0
sc27,2021-03-08,2021-03-08 11:00:00,,,2,0,0.0
sc27,2021-03-08,2021-03-08 12:00:00,0.0,0.0,5,1,0.2
sc27,2021-03-08,2021-03-08 13:00:00,,,3,0,0.0
sc27,2021-03-08,2021-03-08 21:00:00,,,1,0,0.0
sc27,2021-03-08,2021-03-08 22:00:00,,,1,0,0.0
sc27,2021-03-09,2021-03-09 10:00:00,,,1,0,0.0
sc27,2021-03-09,2021-03-09 13:00:00,,,2,0,0.0
sc27,2021-03-09,2021-03-09 14:00:00,,,2,0,0.0
sc27,2021-03-09,2021-03-09 21:00:00,,,1,0,0.0
sc27,2021-03-10,2021-03-10 09:00:00,,,3,0,0.0
sc27,2021-03-10,2021-03-10 10:00:00,,,2,0,0.0
sc27,2021-03-10,2021-03-10 11:00:00,,,1,0,0.0
sc27,2021-03-10,2021-03-10 12:00:00,,,3,0,0.0
sc27,2021-03-10,2021-03-10 14:00:00,0.0,0.0,2,1,0.5
sc27,2021-03-10,2021-03-10 15:00:00,,,4,0,0.0
sc27,2021-03-10,2021-03-10 16:00:00,,,11,0,0.0
sc27,2021-03-10,2021-03-10 17:00:00,,,9,0,0.0
sc27,2021-03-10,2021-03-10 18:00:00,,,8,0,0.0
sc27,2021-03-10,2021-03-10 19:00:00,,,1,0,0.0
sc27,2021-03-12,2021-03-12 09:00:00,,,2,0,0.0
sc27,2021-03-12,2021-03-12 11:00:00,,,1,0,0.0
sc27,2021-03-12,2021-03-12 12:00:00,,,1,0,0.0
sc27,2021-03-12,2021-03-12 14:00:00,,,1,0,0.0
sc27,2021-03-12,2021-03-12 23:00:00,,,1,0,0.0
sc27,2021-03-13,2021-03-13 00:00:00,,,2,0,0.0
sc27,2021-03-13,2021-03-13 01:00:00,,,2,0,0.0
sc27,2021-03-13,2021-03-13 02:00:00,,,2,0,0.0
sc27,2021-03-13,2021-03-13 04:00:00,,,1,0,0.0
sc27,2021-03-13,2021-03-13 05:00:00,,,1,0,0.0
sc27,2021-03-13,2021-03-13 06:00:00,,,2,0,0.0
sc27,2021-03-13,2021-03-13 11:00:00,,,1,0,0.0
sc27,2021-03-13,2021-03-13 22:00:00,,,3,0,0.0
sc27,2021-03-13,2021-03-13 23:00:00,0.0,0.0,4,1,0.25
sc27,2021-03-14,2021-03-14 00:00:00,,,2,0,0.0
sc27,2021-03-14,2021-03-14 06:00:00,,,1,0,0.0
sc27,2021-03-14,2021-03-14 13:00:00,,,3,0,0.0
sc27,2021-03-14,2021-03-14 22:00:00,2.9411764705882355,2.9411764705882355,2,1,0.5
sc27,2021-03-15,2021-03-15 00:00:00,,,1,0,0.0
sc27,2021-03-15,2021-03-15 01:00:00,,,2,0,0.0
sc27,2021-03-15,2021-03-15 02:00:00,,,1,0,0.0
sc27,2021-03-16,2021-03-16 04:00:00,,,1,0,0.0
sc27,2021-03-16,2021-03-16 06:00:00,,,1,0,0.0
sc27,2021-03-16,2021-03-16 07:00:00,,,1,0,0.0
sc27,2021-03-16,2021-03-16 09:00:00,,,1,0,0.0
sc27,2021-03-16,2021-03-16 10:00:00,,,1,0,0.0
sc27,2021-03-16,2021-03-16 11:00:00,,,2,0,0.0
sc27,2021-03-16,2021-03-16 12:00:00,,,2,0,0.0
sc27,2021-03-17,2021-03-17 03:00:00,,,2,0,0.0
sc27,2021-03-17,2021-03-17 09:00:00,,,1,0,0.0
sc27,2021-03-17,2021-03-17 10:00:00,,,4,0,0.0
sc27,2021-03-17,2021-03-17 11:00:00,,,2,0,0.0
sc27,2021-03-17,2021-03-17 14:00:00,,,1,0,0.0
sc27,2021-03-18,2021-03-18 01:00:00,,,1,0,0.0
sc27,2021-03-18,2021-03-18 11:00:00,,,1,0,0.0
sc27,2021-03-19,2021-03-19 23:00:00,,,1,0,0.0
sc27,2021-03-20,2021-03-20 02:00:00,,,2,0,0.0
sc27,2021-03-20,2021-03-20 08:00:00,,,1,0,0.0
sc27,2021-03-20,2021-03-20 09:00:00,,,2,0,0.0
sc27,2021-03-21,2021-03-21 02:00:00,,,1,0,0.0
sc27,2021-03-21,2021-03-21 03:00:00,,,2,0,0.0
sc27,2021-03-21,2021-03-21 04:00:00,,,4,0,0.0
sc27,2021-03-21,2021-03-21 05:00:00,,,1,0,0.0
sc27,2021-03-22,2021-03-22 00:00:00,,,1,0,0.0
sc27,2021-03-22,2021-03-22 05:00:00,,,1,0,0.0
sc27,2021-03-22,2021-03-22 13:00:00,,,3,0,0.0
sc27,2021-03-23,2021-03-23 03:00:00,,,3,0,0.0
sc27,2021-03-23,2021-03-23 06:00:00,,,1,0,0.0
sc27,2021-03-23,2021-03-23 10:00:00,,,3,0,0.0
sc27,2021-03-23,2021-03-23 13:00:00,,,1,0,0.0
sc27,2021-03-23,2021-03-23 14:00:00,,,3,0,0.0
sc27,2021-03-24,2021-03-24 03:00:00,,,1,0,0.0
sc27,2021-03-24,2021-03-24 10:00:00,,,1,0,0.0
sc27,2021-03-24,2021-03-24 11:00:00,,,1,0,0.0
sc27,2021-03-25,2021-03-25 23:00:00,,,2,0,0.0
sc27,2021-03-26,2021-03-26 08:00:00,,,1,0,0.0
sc27,2021-03-26,2021-03-26 10:00:00,,,1,0,0.0
sc27,2021-03-26,2021-03-26 22:00:00,,,1,0,0.0
sc27,2021-03-27,2021-03-27 00:00:00,,,1,0,0.0
sc27,2021-03-27,2021-03-27 01:00:00,,,2,0,0.0
sc27,2021-03-27,2021-03-27 02:00:00,,,7,0,0.0
sc27,2021-03-27,2021-03-27 03:00:00,,,2,0,0.0
sc27,2021-03-27,2021-03-27 04:00:00,,,2,0,0.0
sc27,2021-03-27,2021-03-27 06:00:00,,,4,0,0.0
sc27,2021-03-28,2021-03-28 01:00:00,,,1,0,0.0
sc27,2021-03-28,2021-03-28 02:00:00,,,1,0,0.0
sc27,2021-03-28,2021-03-28 05:00:00,,,2,0,0.0
sc27,2021-03-28,2021-03-28 08:00:00,,,12,0,0.0
sc27,2021-03-28,2021-03-28 09:00:00,,,8,0,0.0
sc27,2021-03-28,2021-03-28 11:00:00,0.0,0.0,5,1,0.2
sc27,2021-03-29,2021-03-29 04:00:00,,,1,0,0.0
sc27,2021-03-29,2021-03-29 06:00:00,,,1,0,0.0
sc27,2021-03-29,2021-03-29 13:00:00,,,1,0,0.0
sc27,2021-03-30,2021-03-30 06:00:00,,,1,0,0.0
sc27,2021-03-30,2021-03-30 08:00:00,,,1,0,0.0
sc27,2021-03-31,2021-03-31 01:00:00,,,2,0,0.0
sc27,2021-03-31,2021-03-31 03:00:00,,,1,0,0.0
sc27,2021-03-31,2021-03-31 05:00:00,,,1,0,0.0
sc27,2021-03-31,2021-03-31 07:00:00,,,1,0,0.0
sc27,2021-03-31,2021-03-31 09:00:00,,,1,0,0.0
sc27,2021-03-31,2021-03-31 10:00:00,,,1,0,0.0
sc27,2021-04-01,2021-04-01 02:00:00,,,1,0,0.0
sc27,2021-04-01,2021-04-01 14:00:00,,,1,0,0.0
sc27,2021-04-02,2021-04-02 23:00:00,,,1,0,0.0
sc27,2021-04-03,2021-04-03 00:00:00,,,6,0,0.0
sc27,2021-04-03,2021-04-03 01:00:00,,,4,0,0.0
sc27,2021-04-03,2021-04-03 03:00:00,,,1,0,0.0
sc27,2021-04-03,2021-04-03 04:00:00,,,2,0,0.0
sc27,2021-04-03,2021-04-03 06:00:00,,,2,0,0.0
sc27,2021-04-03,2021-04-03 08:00:00,,,1,0,0.0
sc27,2021-04-03,2021-04-03 09:00:00,0.0,0.0,3,1,0.3333333333333333
sc27,2021-04-03,2021-04-03 10:00:00,,,7,0,0.0
sh29,2021-03-04,2021-03-04 04:00:00,,,11,0,0.0
sh29,2021-03-04,2021-03-04 05:00:00,,,10,0,0.0
sh29,2021-03-04,2021-03-04 06:00:00,,,10,0,0.0
sh29,2021-03-04,2021-03-04 07:00:00,,,10,0,0.0
sh29,2021-03-04,2021-03-04 08:00:00,,,10,0,0.0
sh29,2021-03-04,2021-03-04 09:00:00,,,11,0,0.0
sh29,2021-03-04,2021-03-04 10:00:00,,,11,0,0.0
sh29,2021-03-04,2021-03-04 11:00:00,,,11,0,0.0
sh29,2021-03-04,2021-03-04 12:00:00,,,7,0,0.0
sh29,2021-03-07,2021-03-07 23:00:00,0.0,0.0,3,2,0.6666666666666666
sh29,2021-03-08,2021-03-08 00:00:00,8.727272727272727,5.0,9,4,0.4444444444444444
sh29,2021-03-08,2021-03-08 01:00:00,4.333333333333333,4.333333333333333,12,4,0.3333333333333333
sh29,2021-03-08,2021-03-08 02:00:00,0.0,0.0,10,4,0.4
sh29,2021-03-08,2021-03-08 03:00:00,,,1,0,0.0
sh29,2021-03-08,2021-03-08 04:00:00,0.0,0.0,7,5,0.7142857142857143
sh29,2021-03-08,2021-03-08 05:00:00,0.0,0.0,5,1,0.2
sh29,2021-03-08,2021-03-08 06:00:00,,,1,0,0.0
sh29,2021-03-08,2021-03-08 10:00:00,0.0,0.0,2,1,0.5
sh29,2021-03-08,2021-03-08 11:00:00,0.0,0.0,6,5,0.8333333333333334
sh29,2021-03-08,2021-03-08 12:00:00,0.0,0.0,10,7,0.7
sh29,2021-03-08,2021-03-08 13:00:00,0.0,0.0,12,10,0.8333333333333334
sh29,2021-03-08,2021-03-08 14:00:00,0.0,0.0,11,4,0.36363636363636365
sh29,2021-03-08,2021-03-08 15:00:00,0.0,0.0,8,5,0.625
sh29,2021-03-08,2021-03-08 23:00:00,5.0,5.0,4,2,0.5
sh29,2021-03-09,2021-03-09 00:00:00,16.4,12.0,11,7,0.6363636363636364
sh29,2021-03-09,2021-03-09 01:00:00,0.0,0.0,6,5,0.8333333333333334
sh29,2021-03-09,2021-03-09 02:00:00,5.0,5.0,8,6,0.75
sh29,2021-03-09,2021-03-09 03:00:00,16.75,12.0,7,4,0.5714285714285714
sh29,2021-03-09,2021-03-09 04:00:00,0.0,0.0,11,1,0.09090909090909091
sh29,2021-03-09,2021-03-09 05:00:00,0.0,0.0,11,3,0.2727272727272727
sh29,2021-03-09,2021-03-09 06:00:00,0.0,0.0,10,5,0.5
sh29,2021-03-09,2021-03-09 07:00:00,0.0,0.0,11,2,0.18181818181818182
sh29,2021-03-09,2021-03-09 08:00:00,11.0,11.0,6,2,0.3333333333333333
sh29,2021-03-09,2021-03-09 11:00:00,,,1,0,0.0
sh29,2021-03-09,2021-03-09 12:00:00,2.75,2.75,3,1,0.3333333333333333
sh29,2021-03-09,2021-03-09 13:00:00,5.666666666666667,5.666666666666667,8,4,0.5
sh29,2021-03-09,2021-03-09 14:00:00,5.0,4.0,5,3,0.6
sh29,2021-03-09,2021-03-09 15:00:00,3.6666666666666665,3.6666666666666665,3,1,0.3333333333333333
sh29,2021-03-09,2021-03-09 23:00:00,7.5,7.5,5,3,0.6
sh29,2021-03-10,2021-03-10 00:00:00,3.25,3.25,9,7,0.7777777777777778
sh29,2021-03-10,2021-03-10 01:00:00,4.4,4.4,11,2,0.18181818181818182
sh29,2021-03-10,2021-03-10 02:00:00,32.75,17.75,8,6,0.75
sh29,2021-03-10,2021-03-10 03:00:00,0.0,0.0,6,4,0.6666666666666666
sh29,2021-03-10,2021-03-10 04:00:00,2.5,2.5,5,4,0.8
sh29,2021-03-10,2021-03-10 05:00:00,,,2,0,0.0
sh29,2021-03-10,2021-03-10 06:00:00,,,1,0,0.0
sh29,2021-03-10,2021-03-10 09:00:00,129.08333333333334,74.75,8,6,0.75
sh29,2021-03-10,2021-03-10 10:00:00,0.0,0.0,6,1,0.16666666666666666
sh29,2021-03-10,2021-03-10 12:00:00,0.0,0.0,7,5,0.7142857142857143
sh29,2021-03-10,2021-03-10 13:00:00,0.0,0.0,9,5,0.5555555555555556
sh29,2021-03-10,2021-03-10 14:00:00,4.333333333333333,4.333333333333333,7,6,0.8571428571428571
sh29,2021-03-10,2021-03-10 15:00:00,,,2,0,0.0
sh29,2021-03-10,2021-03-10 23:00:00,59.25,55.0,8,5,0.625
sh29,2021-03-11,2021-03-11 00:00:00,31.0,31.0,12,6,0.5
sh29,2021-03-11,2021-03-11 01:00:00,7.25,7.25,11,9,0.8181818181818182
sh29,2021-03-11,2021-03-11 02:00:00,0.0,0.0,5,3,0.6
sh29,2021-03-11,2021-03-11 03:00:00,0.0,0.0,2,2,1.0
sh29,2021-03-11,2021-03-11 04:00:00,0.0,0.0,8,4,0.5
sh29,2021-03-11,2021-03-11 05:00:00,0.0,0.0,7,1,0.14285714285714285
sh29,2021-03-11,2021-03-11 06:00:00,3.8,3.8,5,5,1.0
sh29,2021-03-11,2021-03-11 07:00:00,0.0,0.0,5,4,0.8
sh29,2021-03-11,2021-03-11 08:00:00,0.0,0.0,1,1,1.0
sh29,2021-03-11,2021-03-11 09:00:00,0.0,0.0,2,1,0.5
sh29,2021-03-11,2021-03-11 11:00:00,0.0,0.0,3,2,0.6666666666666666
sh29,2021-03-11,2021-03-11 12:00:00,1.6363636363636365,1.6363636363636365,4,1,0.25
sh29,2021-03-11,2021-03-11 13:00:00,0.0,0.0,6,3,0.5
sh29,2021-03-11,2021-03-11 14:00:00,0.0,0.0,10,1,0.1
sh29,2021-03-11,2021-03-11 23:00:00,4.0,4.0,5,3,0.6
sh29,2021-03-12,2021-03-12 00:00:00,0.0,0.0,3,2,0.6666666666666666
sh29,2021-03-12,2021-03-12 01:00:00,0.0,0.0,9,7,0.7777777777777778
sh29,2021-03-12,2021-03-12 02:00:00,0.0,0.0,6,3,0.5
sh29,2021-03-12,2021-03-12 03:00:00,0.0,0.0,2,1,0.5
sh29,2021-03-12,2021-03-12 04:00:00,0.0,0.0,9,3,0.3333333333333333
sh29,2021-03-12,2021-03-12 05:00:00,3.4,3.4,11,1,0.09090909090909091
sh29,2021-03-12,2021-03-12 06:00:00,0.0,0.0,8,3,0.375
sh29,2021-03-12,2021-03-12 07:00:00,0.0,0.0,4,1,0.25
sh29,2021-03-12,2021-03-12 08:00:00,,,1,0,0.0
sh29,2021-03-12,2021-03-12 12:00:00,14.166666666666666,14.166666666666666,3,3,1.0
sh29,2021-03-12,2021-03-12 13:00:00,11.083333333333332,7.5,6,5,0.8333333333333334
sh29,2021-03-12,2021-03-12 14:00:00,0.0,0.0,6,2,0.3333333333333333
sh29,2021-03-12,2021-03-12 15:00:00,0.0,0.0,6,3,0.5
sh29,2021-03-12,2021-03-12 16:00:00,0.0,0.0,5,4,0.8
sh29,2021-03-13,2021-03-13 00:00:00,19.0,16.25,9,5,0.5555555555555556
sh29,2021-03-13,2021-03-13 01:00:00,50.6,40.0,12,6,0.5
sh29,2021-03-13,2021-03-13 02:00:00,2.75,2.75,7,6,0.8571428571428571
sh29,2021-03-13,2021-03-13 03:00:00,0.0,0.0,1,1,1.0
sh29,2021-03-13,2021-03-13 04:00:00,,,8,0,0.0
sh29,2021-03-13,2021-03-13 05:00:00,0.0,0.0,10,3,0.3
sh29,2021-03-13,2021-03-13 06:00:00,0.0,0.0,8,2,0.25
sh29,2021-03-13,2021-03-13 09:00:00,,,2,0,0.0
sh29,2021-03-13,2021-03-13 10:00:00,0.0,0.0,7,4,0.5714285714285714
sh29,2021-03-13,2021-03-13 11:00:00,2.0,2.0,8,1,0.125
sh29,2021-03-13,2021-03-13 12:00:00,0.0,0.0,12,8,0.6666666666666666
sh29,2021-03-13,2021-03-13 13:00:00,0.0,0.0,11,3,0.2727272727272727
sh29,2021-03-13,2021-03-13 14:00:00,8.333333333333334,8.333333333333334,8,6,0.75
sh29,2021-03-13,2021-03-13 15:00:00,0.0,0.0,2,1,0.5
sh29,2021-03-14,2021-03-14 00:00:00,0.0,0.0,6,2,0.3333333333333333
sh29,2021-03-14,2021-03-14 01:00:00,11.166666666666668,5.666666666666667,11,5,0.45454545454545453
sh29,2021-03-14,2021-03-14 02:00:00,0.0,0.0,11,4,0.36363636363636365
sh29,2021-03-14,2021-03-14 03:00:00,,,8,0,0.0
sh29,2021-03-14,2021-03-14 04:00:00,,,5,0,0.0
sh29,2021-03-14,2021-03-14 05:00:00,0.0,0.0,10,8,0.8
sh29,2021-03-14,2021-03-14 06:00:00,0.0,0.0,9,2,0.2222222222222222
sh29,2021-03-14,2021-03-14 07:00:00,2.5,2.5,10,4,0.4
sh29,2021-03-14,2021-03-14 08:00:00,0.0,0.0,11,2,0.18181818181818182
sh29,2021-03-14,2021-03-14 09:00:00,,,1,0,0.0
sh29,2021-03-14,2021-03-14 10:00:00,0.0,0.0,6,3,0.5
sh29,2021-03-14,2021-03-14 11:00:00,0.0,0.0,1,1,1.0
sh29,2021-03-14,2021-03-14 12:00:00,0.0,0.0,7,5,0.7142857142857143
sh29,2021-03-14,2021-03-14 13:00:00,0.0,0.0,5,4,0.8
sh29,2021-03-14,2021-03-14 15:00:00,0.0,0.0,6,2,0.3333333333333333
sh29,2021-03-15,2021-03-15 00:00:00,48.4145299145299,31.33333333333333,8,8,1.0
sh29,2021-03-15,2021-03-15 01:00:00,0.0,0.0,12,6,0.5
sh29,2021-03-15,2021-03-15 02:00:00,14.666666666666668,10.833333333333334,11,11,1.0
sh29,2021-03-15,2021-03-15 03:00:00,10.285714285714286,10.285714285714286,5,3,0.6
sh29,2021-03-15,2021-03-15 04:00:00,5.0,3.6666666666666665,9,7,0.7777777777777778
sh29,2021-03-15,2021-03-15 05:00:00,8.25,8.25,10,9,0.9
sh29,2021-03-15,2021-03-15 06:00:00,0.0,0.0,12,10,0.8333333333333334
sh29,2021-03-15,2021-03-15 09:00:00,3.8333333333333335,3.8333333333333335,3,3,1.0
sh29,2021-03-15,2021-03-15 10:00:00,0.0,0.0,10,8,0.8
sh29,2021-03-15,2021-03-15 11:00:00,0.0,0.0,12,4,0.3333333333333333
sh29,2021-03-15,2021-03-15 12:00:00,0.0,0.0,11,5,0.45454545454545453
sh29,2021-03-15,2021-03-15 13:00:00,0.0,0.0,9,8,0.8888888888888888
sh29,2021-03-15,2021-03-15 14:00:00,0.0,0.0,10,7,0.7
sh29,2021-03-15,2021-03-15 15:00:00,,,3,0,0.0
sh29,2021-03-15,2021-03-15 23:00:00,0.0,0.0,2,2,1.0
sh29,2021-03-16,2021-03-16 00:00:00,3.5,3.5,12,10,0.8333333333333334
sh29,2021-03-16,2021-03-16 01:00:00,7.333333333333333,5.833333333333333,9,7,0.7777777777777778
sh29,2021-03-16,2021-03-16 02:00:00,0.0,0.0,4,1,0.25
sh29,2021-03-16,2021-03-16 03:00:00,0.0,0.0,2,1,0.5
sh29,2021-03-16,2021-03-16 04:00:00,0.0,0.0,6,1,0.16666666666666666
sh29,2021-03-16,2021-03-16 05:00:00,,,3,0,0.0
sh29,2021-03-16,2021-03-16 06:00:00,,,7,0,0.0
sh29,2021-03-16,2021-03-16 07:00:00,0.0,0.0,4,1,0.25
sh29,2021-03-16,2021-03-16 08:00:00,0.0,0.0,2,1,0.5
sh29,2021-03-16,2021-03-16 11:00:00,1.8333333333333333,1.8333333333333333,1,1,1.0
sh29,2021-03-16,2021-03-16 12:00:00,0.0,0.0,9,6,0.6666666666666666
sh29,2021-03-16,2021-03-16 13:00:00,0.0,0.0,6,4,0.6666666666666666
sh29,2021-03-16,2021-03-16 14:00:00,0.0,0.0,3,3,1.0
sh29,2021-03-16,2021-03-16 15:00:00,0.0,0.0,8,6,0.75
sh29,2021-03-16,2021-03-16 23:00:00,18.5,18.5,4,3,0.75
sh29,2021-03-17,2021-03-17 00:00:00,9.333333333333334,8.0,11,7,0.6363636363636364
sh29,2021-03-17,2021-03-17 01:00:00,7.666666666666667,7.666666666666667,12,6,0.5
sh29,2021-03-17,2021-03-17 02:00:00,0.0,0.0,8,5,0.625
sh29,2021-03-17,2021-03-17 03:00:00,0.0,0.0,4,1,0.25
sh29,2021-03-17,2021-03-17 04:00:00,0.0,0.0,12,9,0.75
sh29,2021-03-17,2021-03-17 05:00:00,24.0,24.0,4,2,0.5
sh29,2021-03-17,2021-03-17 06:00:00,,,1,0,0.0
sh29,2021-03-17,2021-03-17 09:00:00,,,6,0,0.0
sh29,2021-03-17,2021-03-17 10:00:00,,,1,0,0.0
sh29,2021-03-17,2021-03-17 11:00:00,54.22222222222222,47.0,10,5,0.5
sh29,2021-03-17,2021-03-17 12:00:00,0.0,0.0,12,4,0.3333333333333333
sh29,2021-03-17,2021-03-17 13:00:00,0.0,0.0,3,3,1.0
sh29,2021-03-17,2021-03-17 14:00:00,0.0,0.0,3,3,1.0
sh29,2021-03-17,2021-03-17 15:00:00,0.0,0.0,10,5,0.5
sh29,2021-03-17,2021-03-17 16:00:00,,,1,0,0.0
sh29,2021-03-18,2021-03-18 00:00:00,0.0,0.0,9,3,0.3333333333333333
sh29,2021-03-18,2021-03-18 01:00:00,0.0,0.0,1,1,1.0
sh29,2021-03-18,2021-03-18 02:00:00,0.0,0.0,4,4,1.0
sh29,2021-03-18,2021-03-18 03:00:00,0.0,0.0,6,3,0.5
sh29,2021-03-18,2021-03-18 04:00:00,0.0,0.0,6,3,0.5
sh29,2021-03-18,2021-03-18 05:00:00,0.0,0.0,11,2,0.18181818181818182
sh29,2021-03-18,2021-03-18 06:00:00,,,7,0,0.0
sh29,2021-03-18,2021-03-18 07:00:00,0.0,0.0,3,1,0.3333333333333333
sh29,2021-03-18,2021-03-18 08:00:00,,,7,0,0.0
sh29,2021-03-18,2021-03-18 09:00:00,,,2,0,0.0
sh29,2021-03-18,2021-03-18 11:00:00,,,1,0,0.0
sh29,2021-03-18,2021-03-18 12:00:00,0.0,0.0,7,4,0.5714285714285714
sh29,2021-03-18,2021-03-18 13:00:00,0.0,0.0,6,3,0.5
sh29,2021-03-18,2021-03-18 14:00:00,16.6,10.6,11,9,0.8181818181818182
sh29,2021-03-18,2021-03-18 15:00:00,0.0,0.0,3,2,0.6666666666666666
sh29,2021-03-18,2021-03-18 23:00:00,10.0,7.5,5,4,0.8
sh29,2021-03-19,2021-03-19 00:00:00,43.0,36.0,4,2,0.5
sh29,2021-03-19,2021-03-19 01:00:00,0.0,0.0,10,1,0.1
sh29,2021-03-19,2021-03-19 02:00:00,0.0,0.0,5,3,0.6
sh29,2021-03-19,2021-03-19 03:00:00,,,1,0,0.0
sh29,2021-03-19,2021-03-19 04:00:00,,,3,0,0.0
sh29,2021-03-19,2021-03-19 05:00:00,0.0,0.0,1,1,1.0
sh29,2021-03-19,2021-03-19 06:00:00,,,6,0,0.0
sh29,2021-03-19,2021-03-19 07:00:00,0.0,0.0,6,2,0.3333333333333333
sh29,2021-03-19,2021-03-19 08:00:00,0.0,0.0,5,1,0.2
sh29,2021-03-19,2021-03-19 09:00:00,0.0,0.0,2,1,0.5
sh29,2021-03-19,2021-03-19 12:00:00,89.6,85.0,4,3,0.75
sh29,2021-03-19,2021-03-19 13:00:00,,,2,0,0.0
sh29,2021-03-19,2021-03-19 14:00:00,4.666666666666667,4.666666666666667,3,2,0.6666666666666666
sh29,2021-03-19,2021-03-19 15:00:00,0.0,0.0,4,4,1.0
sh29,2021-03-19,2021-03-19 16:00:00,,,2,0,0.0
sh29,2021-03-20,2021-03-20 00:00:00,12.5,12.5,4,2,0.5
sh29,2021-03-20,2021-03-20 01:00:00,3.75,3.75,11,6,0.5454545454545454
sh29,2021-03-20,2021-03-20 02:00:00,4.0,4.0,11,6,0.5454545454545454
sh29,2021-03-20,2021-03-20 04:00:00,0.0,0.0,4,3,0.75
sh29,2021-03-20,2021-03-20 05:00:00,0.0,0.0,3,1,0.3333333333333333
sh29,2021-03-20,2021-03-20 06:00:00,0.0,0.0,7,2,0.2857142857142857
sh29,2021-03-20,2021-03-20 07:00:00,0.0,0.0,5,1,0.2
sh29,2021-03-20,2021-03-20 08:00:00,,,4,0,0.0
sh29,2021-03-20,2021-03-20 09:00:00,,,3,0,0.0
sh29,2021-03-20,2021-03-20 12:00:00,1.5,1.5,1,1,1.0
sh29,2021-03-20,2021-03-20 13:00:00,4.333333333333333,4.333333333333333,6,5,0.8333333333333334
sh29,2021-03-20,2021-03-20 14:00:00,7.800000000000001,4.2,11,9,0.8181818181818182
sh29,2021-03-20,2021-03-20 15:00:00,0.0,0.0,7,2,0.2857142857142857
sh29,2021-03-21,2021-03-21 00:00:00,0.0,0.0,8,1,0.125
sh29,2021-03-21,2021-03-21 01:00:00,3.6666666666666665,3.6666666666666665,12,8,0.6666666666666666
sh29,2021-03-21,2021-03-21 02:00:00,0.0,0.0,10,7,0.7
sh29,2021-03-21,2021-03-21 03:00:00,0.0,0.0,10,4,0.4
sh29,2021-03-21,2021-03-21 04:00:00,,,2,0,0.0
sh29,2021-03-21,2021-03-21 05:00:00,,,1,0,0.0
sh29,2021-03-21,2021-03-21 06:00:00,0.0,0.0,8,1,0.125
sh29,2021-03-21,2021-03-21 07:00:00,0.0,0.0,3,1,0.3333333333333333
sh29,2021-03-21,2021-03-21 08:00:00,0.0,0.0,3,1,0.3333333333333333
sh29,2021-03-21,2021-03-21 09:00:00,0.0,0.0,2,1,0.5
sh29,2021-03-21,2021-03-21 10:00:00,0.0,0.0,6,1,0.16666666666666666
sh29,2021-03-21,2021-03-21 11:00:00,0.0,0.0,12,2,0.16666666666666666
sh29,2021-03-21,2021-03-21 12:00:00,0.75,0.75,12,3,0.25
sh29,2021-03-21,2021-03-21 13:00:00,0.0,0.0,9,3,0.3333333333333333
sh29,2021-03-21,2021-03-21 14:00:00,,,3,0,0.0
sh29,2021-03-21,2021-03-21 15:00:00,12.625,10.125,10,5,0.5
sh29,2021-03-21,2021-03-21 23:00:00,,,1,0,0.0
sh29,2021-03-22,2021-03-22 00:00:00,0.6,0.6,6,3,0.5
sh29,2021-03-22,2021-03-22 01:00:00,0.0,0.0,11,6,0.5454545454545454
sh29,2021-03-22,2021-03-22 02:00:00,0.0,0.0,2,2,1.0
sh29,2021-03-22,2021-03-22 04:00:00,0.0,0.0,6,3,0.5
sh29,2021-03-22,2021-03-22 05:00:00,0.0,0.0,3,1,0.3333333333333333
sh29,2021-03-22,2021-03-22 06:00:00,,,5,0,0.0
sh29,2021-03-22,2021-03-22 07:00:00,0.0,0.0,6,1,0.16666666666666666
sh29,2021-03-22,2021-03-22 09:00:00,0.0,0.0,2,2,1.0
sh29,2021-03-22,2021-03-22 10:00:00,0.0,0.0,6,2,0.3333333333333333
sh29,2021-03-22,2021-03-22 11:00:00,0.0,0.0,6,3,0.5
sh29,2021-03-22,2021-03-22 12:00:00,0.0,0.0,2,1,0.5
sh29,2021-03-22,2021-03-22 15:00:00,,,2,0,0.0
sh29,2021-03-22,2021-03-22 23:00:00,16.066666666666666,10.666666666666666,3,3,1.0
sh29,2021-03-23,2021-03-23 00:00:00,11.025974025974026,7.571428571428571,11,9,0.8181818181818182
sh29,2021-03-23,2021-03-23 01:00:00,0.0,0.0,8,6,0.75
sh29,2021-03-23,2021-03-23 02:00:00,21.8,12.0,9,8,0.8888888888888888
sh29,2021-03-23,2021-03-23 03:00:00,0.0,0.0,5,3,0.6
sh29,2021-03-23,2021-03-23 04:00:00,0.0,0.0,8,3,0.375
sh29,2021-03-23,2021-03-23 05:00:00,0.0,0.0,10,2,0.2
sh29,2021-03-23,2021-03-23 06:00:00,0.0,0.0,8,4,0.5
sh29,2021-03-23,2021-03-23 07:00:00,0.0,0.0,5,2,0.4
sh29,2021-03-23,2021-03-23 08:00:00,0.0,0.0,1,1,1.0
sh29,2021-03-23,2021-03-23 09:00:00,0.0,0.0,7,3,0.42857142857142855
sh29,2021-03-23,2021-03-23 10:00:00,26.75,26.75,7,1,0.14285714285714285
sh29,2021-03-23,2021-03-23 11:00:00,0.0,0.0,5,1,0.2
sh29,2021-03-23,2021-03-23 12:00:00,0.0,0.0,3,1,0.3333333333333333
