deviceId,date,hour,steps_sum,steps_max_5min,sensor_intervals,steps_observed,steps_coverage
ej27,2021-03-08,2021-03-08 09:00:00,0.0,0.0,2,2,1.0
ej27,2021-03-08,2021-03-08 12:00:00,2.5,2.5,1,1,1.0
ej27,2021-03-08,2021-03-08 13:00:00,0.0,0.0,2,1,0.5
ej27,2021-03-08,2021-03-08 14:00:00,0.0,0.0,6,2,0.3333333333333333
ej27,2021-03-08,2021-03-08 15:00:00,,,2,0,0.0
ej27,2021-03-08,2021-03-08 23:00:00,0.0,0.0,2,1,0.5
ej27,2021-03-09,2021-03-09 00:00:00,0.0,0.0,1,1,1.0
ej27,2021-03-09,2021-03-09 01:00:00,0.0,0.0,5,4,0.8
ej27,2021-03-09,2021-03-09 02:00:00,0.0,0.0,2,2,1.0
ej27,2021-03-09,2021-03-09 03:00:00,12.75,10.0,5,4,0.8
ej27,2021-03-09,2021-03-09 04:00:00,13.351648351648352,12.428571428571429,4,3,0.75
ej27,2021-03-09,2021-03-09 05:00:00,0.0,0.0,6,6,1.0
ej27,2021-03-09,2021-03-09 06:00:00,,,1,0,0.0
ej27,2021-03-09,2021-03-09 08:00:00,0.0,0.0,6,5,0.8333333333333334
ej27,2021-03-09,2021-03-09 09:00:00,,,1,0,0.0
ej27,2021-03-09,2021-03-09 10:00:00,,,1,0,0.0
ej27,2021-03-09,2021-03-09 13:00:00,0.0,0.0,3,3,1.0
ej27,2021-03-10,2021-03-10 00:00:00,0.0,0.0,1,1,1.0
ej27,2021-03-10,2021-03-10 01:00:00,0.0,0.0,3,1,0.3333333333333333
ej27,2021-03-10,2021-03-10 05:00:00,,,1,0,0.0
ej27,2021-03-10,2021-03-10 06:00:00,24.0,24.0,4,3,0.75
ej27,2021-03-10,2021-03-10 07:00:00,0.0,0.0,4,3,0.75
ej27,2021-03-10,2021-03-10 08:00:00,0.0,0.0,1,1,1.0
ej27,2021-03-10,2021-03-10 09:00:00,0.0,0.0,1,1,1.0
ej27,2021-03-10,2021-03-10 13:00:00,0.0,0.0,2,1,0.5
ej27,2021-03-10,2021-03-10 14:00:00,,,8,0,0.0
ej27,2021-03-11,2021-03-11 03:00:00,0.0,0.0,1,1,1.0
ej27,2021-03-11,2021-03-11 04:00:00,,,2,0,0.0
ej27,2021-03-11,2021-03-11 05:00:00,0.0,0.0,2,2,1.0
ej27,2021-03-11,2021-03-11 06:00:00,0.0,0.0,7,3,0.42857142857142855
ej27,2021-03-11,2021-03-11 07:00:00,,,1,0,0.0
ej27,2021-03-11,2021-03-11 10:00:00,0.0,0.0,2,1,0.5
ej27,2021-03-11,2021-03-11 11:00:00,0.0,0.0,1,1,1.0
ej27,2021-03-11,2021-03-11 12:00:00,,,1,0,0.0
ej27,2021-03-11,2021-03-11 13:00:00,17.0,17.0,4,2,0.5
ej27,2021-03-11,2021-03-11 14:00:00,,,1,0,0.0
ej27,2021-03-12,2021-03-12 00:00:00,,,1,0,0.0
ej27,2021-03-12,2021-03-12 01:00:00,0.0,0.0,2,1,0.5
ej27,2021-03-12,2021-03-12 02:00:00,0.0,0.0,2,2,1.0
ej27,2021-03-12,2021-03-12 03:00:00,3.9999999999999996,3.333333333333333,3,3,1.0
ej27,2021-03-12,2021-03-12 05:00:00,0.0,0.0,4,2,0.5
ej27,2021-03-12,2021-03-12 07:00:00,,,1,0,0.0
ej27,2021-03-12,2021-03-12 12:00:00,0.0,0.0,1,1,1.0
ej27,2021-03-12,2021-03-12 14:00:00,,,2,0,0.0
ej27,2021-03-13,2021-03-13 02:00:00,0.0,0.0,3,3,1.0
ej27,2021-03-13,2021-03-13 04:00:00,0.0,0.0,2,1,0.5
ej27,2021-03-13,2021-03-13 07:00:00,0.0,0.0,3,1,0.3333333333333333
ej27,2021-03-13,2021-03-13 08:00:00,3.375,3.375,2,2,1.0
ej27,2021-03-13,2021-03-13 10:00:00,,,3,0,0.0
ej27,2021-03-13,2021-03-13 11:00:00,,,4,0,0.0
ej27,2021-03-13,2021-03-13 12:00:00,,,1,0,0.0
ej27,2021-03-13,2021-03-13 13:00:00,0.0,0.0,6,4,0.6666666666666666
ej27,2021-03-13,2021-03-13 14:00:00,0.0,0.0,2,1,0.5
ej27,2021-03-14,2021-03-14 03:00:00,12.0,12.0,4,3,0.75
ej27,2021-03-14,2021-03-14 04:00:00,10.0,4.333333333333333,8,7,0.875
ej27,2021-03-14,2021-03-14 05:00:00,0.0,0.0,4,2,0.5
ej27,2021-03-14,2021-03-14 06:00:00,8.333333333333334,8.333333333333334,7,2,0.2857142857142857
ej27,2021-03-14,2021-03-14 07:00:00,0.0,0.0,4,1,0.25
ej27,2021-03-14,2021-03-14 08:00:00,0.0,0.0,9,1,0.1111111111111111
ej27,2021-03-14,2021-03-14 09:00:00,,,11,0,0.0
ej27,2021-03-14,2021-03-14 10:00:00,16.50994694960212,12.413793103448276,4,3,0.75
ej27,2021-03-14,2021-03-14 11:00:00,,,3,0,0.0
ej27,2021-03-14,2021-03-14 12:00:00,,,1,0,0.0
ej27,2021-03-14,2021-03-14 23:00:00,,,1,0,0.0
ej27,2021-03-15,2021-03-15 02:00:00,0.0,0.0,3,2,0.6666666666666666
ej27,2021-03-15,2021-03-15 03:00:00,,,3,0,0.0
ej27,2021-03-15,2021-03-15 04:00:00,0.0,0.0,7,3,0.42857142857142855
ej27,2021-03-15,2021-03-15 05:00:00,,,3,0,0.0
ej27,2021-03-15,2021-03-15 06:00:00,2.421052631578948,2.421052631578948,3,1,0.3333333333333333
ej27,2021-03-15,2021-03-15 07:00:00,0.0,0.0,10,7,0.7
ej27,2021-03-15,2021-03-15 08:00:00,,,2,0,0.0
ej27,2021-03-15,2021-03-15 09:00:00,0.0,0.0,2,1,0.5
ej27,2021-03-15,2021-03-15 10:00:00,,,2,0,0.0
ej27,2021-03-15,2021-03-15 11:00:00,,,1,0,0.0
ej27,2021-03-15,2021-03-15 13:00:00,,,1,0,0.0
ej27,2021-03-15,2021-03-15 23:00:00,0.0,0.0,1,1,1.0
ej27,2021-03-16,2021-03-16 01:00:00,,,1,0,0.0
ej27,2021-03-16,2021-03-16 05:00:00,0.0,0.0,4,2,0.5
ej27,2021-03-16,2021-03-16 07:00:00,0.0,0.0,4,2,0.5
ej27,2021-03-16,2021-03-16 08:00:00,,,5,0,0.0
ej27,2021-03-17,2021-03-17 04:00:00,,,1,0,0.0
ej27,2021-03-17,2021-03-17 05:00:00,0.0,0.0,7,3,0.42857142857142855
ej27,2021-03-17,2021-03-17 06:00:00,0.0,0.0,3,1,0.3333333333333333
ej27,2021-03-17,2021-03-17 07:00:00,,,3,0,0.0
ej27,2021-03-17,2021-03-17 08:00:00,0.0,0.0,10,1,0.1
ej27,2021-03-17,2021-03-17 09:00:00,0.0,0.0,4,1,0.25
ej27,2021-03-17,2021-03-17 10:00:00,0.0,0.0,5,3,0.6
ej27,2021-03-17,2021-03-17 11:00:00,0.0,0.0,6,2,0.3333333333333333
ej27,2021-03-18,2021-03-18 04:00:00,0.0,0.0,3,1,0.3333333333333333
ej27,2021-03-18,2021-03-18 05:00:00,0.0,0.0,8,2,0.25
ej27,2021-03-18,2021-03-18 06:00:00,,,7,0,0.0
ej27,2021-03-18,2021-03-18 07:00:00,0.0,0.0,9,3,0.3333333333333333
ej27,2021-03-18,2021-03-18 08:00:00,,,9,0,0.0
ej27,2021-03-18,2021-03-18 09:00:00,0.0,0.0,2,2,1.0
ej27,2021-03-18,2021-03-18 11:00:00,,,4,0,0.0
ej27,2021-03-19,2021-03-19 02:00:00,,,1,0,0.0
ej27,2021-03-19,2021-03-19 03:00:00,3.0,3.0,1,1,1.0
ej27,2021-03-19,2021-03-19 04:00:00,0.0,0.0,2,2,1.0
ej27,2021-03-19,2021-03-19 05:00:00,0.0,0.0,2,2,1.0
ej27,2021-03-19,2021-03-19 06:00:00,,,3,0,0.0
ej27,2021-03-19,2021-03-19 08:00:00,0.0,0.0,1,1,1.0
ej27,2021-03-19,2021-03-19 12:00:00,,,1,0,0.0
ej27,2021-03-19,2021-03-19 13:00:00,,,1,0,0.0
ej27,2021-03-20,2021-03-20 03:00:00,,,1,0,0.0
ej27,2021-03-20,2021-03-20 04:00:00,3.1666666666666665,3.1666666666666665,1,1,1.0
ej27,2021-03-20,2021-03-20 05:00:00,0.0,0.0,8,3,0.375
ej27,2021-03-20,2021-03-20 06:00:00,0.0,0.0,2,1,0.5
ej27,2021-03-20,2021-03-20 07:00:00,0.0,0.0,2,1,0.5
ej27,2021-03-20,2021-03-20 08:00:00,0.0,0.0,12,2,0.16666666666666666
ej27,2021-03-20,2021-03-20 09:00:00,,,10,0,0.0
ej27,2021-03-20,2021-03-20 10:00:00,,,2,0,0.0
ej27,2021-03-20,2021-03-20 11:00:00,,,2,0,0.0
ej27,2021-03-21,2021-03-21 02:00:00,2.5,2.5,1,1,1.0
ej27,2021-03-21,2021-03-21 03:00:00,0.0,0.0,4,2,0.5
ej27,2021-03-21,2021-03-21 05:00:00,,,2,0,0.0
ej27,2021-03-21,2021-03-21 06:00:00,,,1,0,0.0
ej27,2021-03-21,2021-03-21 07:00:00,0.0,0.0,7,2,0.2857142857142857
ej27,2021-03-21,2021-03-21 08:00:00,0.0,0.0,9,1,0.1111111111111111
ej27,2021-03-21,2021-03-21 09:00:00,0.0,0.0,6,2,0.3333333333333333
ej27,2021-03-21,2021-03-21 10:00:00,,,4,0,0.0
ej27,2021-03-21,2021-03-21 12:00:00,0.0,0.0,3,2,0.6666666666666666
ej27,2021-03-21,2021-03-21 13:00:00,0.0,0.0,5,1,0.2
ej27,2021-03-22,2021-03-22 00:00:00,0.0,0.0,2,1,0.5
ej27,2021-03-22,2021-03-22 01:00:00,0.0,0.0,4,2,0.5
ej27,2021-03-22,2021-03-22 02:00:00,0.0,0.0,1,1,1.0
ej27,2021-03-22,2021-03-22 05:00:00,0.0,0.0,1,1,1.0
ej27,2021-03-22,2021-03-22 06:00:00,,,2,0,0.0
ej27,2021-03-22,2021-03-22 07:00:00,,,3,0,0.0
ej27,2021-03-22,2021-03-22 10:00:00,2.2,2.2,1,1,1.0
ej27,2021-03-22,2021-03-22 11:00:00,0.0,0.0,1,1,1.0
ej27,2021-03-22,2021-03-22 23:00:00,0.0,0.0,4,4,1.0
ej27,2021-03-23,2021-03-23 00:00:00,0.0,0.0,2,1,0.5
ej27,2021-03-23,2021-03-23 01:00:00,,,1,0,0.0
ej27,2021-03-23,2021-03-23 02:00:00,0.0,0.0,1,1,1.0
ej27,2021-03-23,2021-03-23 06:00:00,0.0,0.0,1,1,1.0
ej27,2021-03-23,2021-03-23 09:00:00,,,1,0,0.0
ej27,2021-03-23,2021-03-23 12:00:00,,,3,0,0.0
ej27,2021-03-23,2021-03-23 23:00:00,14.0,14.0,3,2,0.6666666666666666
ej27,2021-03-24,2021-03-24 00:00:00,3.571428571428571,2.0,9,6,0.6666666666666666
ej27,2021-03-24,2021-03-24 04:00:00,0.0,0.0,3,2,0.6666666666666666
ej27,2021-03-24,2021-03-24 05:00:00,0.0,0.0,4,1,0.25
ej27,2021-03-24,2021-03-24 06:00:00,0.0,0.0,3,1,0.3333333333333333
ej27,2021-03-24,2021-03-24 07:00:00,,,1,0,0.0
ej27,2021-03-24,2021-03-24 12:00:00,,,1,0,0.0
ej27,2021-03-25,2021-03-25 01:00:00,0.0,0.0,5,5,1.0
ej27,2021-03-25,2021-03-25 02:00:00,0.0,0.0,3,3,1.0
ej27,2021-03-25,2021-03-25 05:00:00,0.0,0.0,4,2,0.5
ej27,2021-03-25,2021-03-25 06:00:00,9.0,9.0,2,2,1.0
ej27,2021-03-25,2021-03-25 07:00:00,,,1,0,0.0
ej27,2021-03-25,2021-03-25 08:00:00,0.0,0.0,9,1,0.1111111111111111
ej27,2021-03-25,2021-03-25 09:00:00,0.0,0.0,4,1,0.25
ej27,2021-03-25,2021-03-25 10:00:00,0.0,0.0,6,1,0.16666666666666666
ej27,2021-03-25,2021-03-25 11:00:00,,,3,0,0.0
ej27,2021-03-26,2021-03-26 00:00:00,2.4,2.4,7,2,0.2857142857142857
ej27,2021-03-26,2021-03-26 01:00:00,2.5,2.5,4,2,0.5
ej27,2021-03-26,2021-03-26 02:00:00,7.866666666666667,5.666666666666667,8,4,0.5
ej27,2021-03-26,2021-03-26 08:00:00,1.625,1.625,4,4,1.0
ej27,2021-03-26,2021-03-26 09:00:00,33.5,33.5,3,2,0.6666666666666666
ej27,2021-03-26,2021-03-26 10:00:00,0.0,0.0,7,3,0.42857142857142855
ej27,2021-03-26,2021-03-26 11:00:00,31.166666666666668,16.666666666666668,7,5,0.7142857142857143
ej27,2021-03-26,2021-03-26 12:00:00,,,1,0,0.0
ej27,2021-03-26,2021-03-26 13:00:00,,,1,0,0.0
ej27,2021-03-26,2021-03-26 23:00:00,0.0,0.0,3,2,0.6666666666666666
ej27,2021-03-27,2021-03-27 00:00:00,0.0,0.0,3,2,0.6666666666666666
ej27,2021-03-27,2021-03-27 02:00:00,,,1,0,0.0
ej27,2021-03-27,2021-03-27 07:00:00,,,3,0,0.0
ej27,2021-03-27,2021-03-27 09:00:00,2.5,2.5,4,1,0.25
ej27,2021-03-27,2021-03-27 11:00:00,0.0,0.0,5,1,0.2
ej27,2021-03-27,2021-03-27 12:00:00,0.0,0.0,4,1,0.25
ej27,2021-03-28,2021-03-28 01:00:00,17.5,12.5,4,2,0.5
ej27,2021-03-28,2021-03-28 02:00:00,,,2,0,0.0
ej27,2021-03-28,2021-03-28 03:00:00,0.0,0.0,4,1,0.25
ej27,2021-03-28,2021-03-28 04:00:00,,,5,0,0.0
ej27,2021-03-28,2021-03-28 05:00:00,,,5,0,0.0
ej27,2021-03-28,2021-03-28 06:00:00,0.0,0.0,5,2,0.4
ej27,2021-03-28,2021-03-28 07:00:00,0.0,0.0,7,7,1.0
ej27,2021-03-29,2021-03-29 02:00:00,0.0,0.0,3,1,0.3333333333333333
ej27,2021-03-29,2021-03-29 03:00:00,23.666666666666668,23.666666666666668,1,1,1.0
ej27,2021-03-29,2021-03-29 04:00:00,,,4,0,0.0
ej27,2021-03-29,2021-03-29 05:00:00,0.0,0.0,10,1,0.1
ej27,2021-03-29,2021-03-29 07:00:00,,,2,0,0.0
ej27,2021-03-29,2021-03-29 08:00:00,,,3,0,0.0
ej27,2021-03-29,2021-03-29 09:00:00,,,1,0,0.0
ej27,2021-03-29,2021-03-29 10:00:00,5.75,5.75,3,3,1.0
ej27,2021-03-29,2021-03-29 11:00:00,0.0,0.0,3,2,0.6666666666666666
ej27,2021-03-29,2021-03-29 12:00:00,,,6,0,0.0
ej27,2021-03-29,2021-03-29 13:00:00,0.0,0.0,3,1,0.3333333333333333
ej27,2021-03-30,2021-03-30 00:00:00,0.0,0.0,2,1,0.5
ej27,2021-03-30,2021-03-30 02:00:00,0.0,0.0,1,1,1.0
ej27,2021-03-30,2021-03-30 03:00:00,0.0,0.0,4,2,0.5
ej27,2021-03-30,2021-03-30 04:00:00,0.0,0.0,6,1,0.16666666666666666
ej27,2021-03-30,2021-03-30 05:00:00,0.0,0.0,9,2,0.2222222222222222
ej27,2021-03-30,2021-03-30 06:00:00,3.333333333333333,3.333333333333333,1,1,1.0
ej27,2021-03-30,2021-03-30 07:00:00,0.0,0.0,5,1,0.2
ej27,2021-03-30,2021-03-30 08:00:00,0.0,0.0,6,1,0.16666666666666666
ej27,2021-03-30,2021-03-30 09:00:00,,,1,0,0.0
ej27,2021-03-30,2021-03-30 11:00:00,0.0,0.0,1,1,1.0
ej27,2021-03-30,2021-03-30 13:00:00,,,1,0,0.0
ej27,2021-03-31,2021-03-31 00:00:00,0.0,0.0,3,1,0.3333333333333333
ej27,2021-03-31,2021-03-31 01:00:00,0.0,0.0,5,1,0.2
ej27,2021-03-31,2021-03-31 03:00:00,,,1,0,0.0
ej27,2021-03-31,2021-03-31 04:00:00,,,1,0,0.0
ej27,2021-03-31,2021-03-31 05:00:00,0.0,0.0,1,1,1.0
ej27,2021-03-31,2021-03-31 06:00:00,,,4,0,0.0
ej27,2021-03-31,2021-03-31 07:00:00,,,2,0,0.0
ej27,2021-03-31,2021-03-31 12:00:00,6.5,6.5,7,3,0.42857142857142855
ej27,2021-04-01,2021-04-01 02:00:00,27.375,27.375,2,2,1.0
ej27,2021-04-01,2021-04-01 03:00:00,,,2,0,0.0
ej27,2021-04-01,2021-04-01 04:00:00,0.0,0.0,4,3,0.75
ej27,2021-04-01,2021-04-01 05:00:00,2.071428571428572,2.071428571428572,6,3,0.5
ej27,2021-04-01,2021-04-01 06:00:00,0.0,0.0,5,1,0.2
ej27,2021-04-01,2021-04-01 07:00:00,0.0,0.0,4,4,1.0
ej27,2021-04-01,2021-04-01 09:00:00,0.0,0.0,2,1,0.5
ej27,2021-04-01,2021-04-01 10:00:00,,,4,0,0.0
ej27,2021-04-01,2021-04-01 11:00:00,0.0,0.0,5,1,0.2
ej27,2021-04-01,2021-04-01 12:00:00,0.0,0.0,4,1,0.25
ej27,2021-04-01,2021-04-01 13:00:00,,,3,0,0.0
ej27,2021-04-01,2021-04-01 23:00:00,0.0,0.0,2,2,1.0
ej27,2021-04-02,2021-04-02 00:00:00,0.0,0.0,8,5,0.625
ej27,2021-04-02,2021-04-02 01:00:00,0.0,0.0,9,6,0.6666666666666666
ej27,2021-04-02,2021-04-02 02:00:00,0.0,0.0,3,2,0.6666666666666666
ej27,2021-04-02,2021-04-02 03:00:00,0.0,0.0,1,1,1.0
ej27,2021-04-02,2021-04-02 04:00:00,,,1,0,0.0
ej27,2021-04-02,2021-04-02 06:00:00,4.8,4.8,1,1,1.0
ej27,2021-04-02,2021-04-02 07:00:00,0.0,0.0,9,4,0.4444444444444444
ej27,2021-04-02,2021-04-02 08:00:00,0.0,0.0,8,2,0.25
ej27,2021-04-02,2021-04-02 10:00:00,,,2,0,0.0
ej27,2021-04-02,2021-04-02 23:00:00,0.0,0.0,1,1,1.0
ej27,2021-04-03,2021-04-03 00:00:00,0.0,0.0,3,1,0.3333333333333333
ej27,2021-04-03,2021-04-03 01:00:00,0.5,0.5,5,4,0.8
ej27,2021-04-03,2021-04-03 02:00:00,0.0,0.0,3,3,1.0
ej27,2021-04-03,2021-04-03 03:00:00,0.0,0.0,3,2,0.6666666666666666
ej27,2021-04-03,2021-04-03 04:00:00,29.0,29.0,1,1,1.0
ej27,2021-04-03,2021-04-03 09:00:00,0.0,0.0,2,1,0.5
ej27,2021-04-03,2021-04-03 10:00:00,10.0,10.0,5,2,0.4
ej27,2021-04-04,2021-04-04 03:00:00,0.0,0.0,4,2,0.5
ev76,2021-03-04,2021-03-04 03:00:00,,,1,0,0.0
ev76,2021-03-08,2021-03-08 00:00:00,,,5,0,0.0
ev76,2021-03-08,2021-03-08 02:00:00,,,1,0,0.0
ev76,2021-03-08,2021-03-08 03:00:00,0.0,0.0,1,1,1.0
ev76,2021-03-08,2021-03-08 04:00:00,0.0,0.0,3,1,0.3333333333333333
ev76,2021-03-08,2021-03-08 05:00:00,,,1,0,0.0
ev76,2021-03-08,2021-03-08 06:00:00,0.0,0.0,4,1,0.25
ev76,2021-03-08,2021-03-08 07:00:00,0.0,0.0,6,4,0.6666666666666666
ev76,2021-03-08,2021-03-08 09:00:00,0.0,0.0,2,1,0.5
ev76,2021-03-08,2021-03-08 10:00:00,0.0,0.0,1,1,1.0
ev76,2021-03-08,2021-03-08 12:00:00,0.0,0.0,3,1,0.3333333333333333
ev76,2021-03-08,2021-03-08 14:00:00,,,1,0,0.0
ev76,2021-03-08,2021-03-08 15:00:00,,,1,0,0.0
ev76,2021-03-09,2021-03-09 00:00:00,,,1,0,0.0
ev76,2021-03-09,2021-03-09 03:00:00,45.5,45.5,1,1,1.0
ev76,2021-03-09,2021-03-09 06:00:00,0.0,0.0,1,1,1.0
ev76,2021-03-09,2021-03-09 09:00:00,,,3,0,0.0
ev76,2021-03-09,2021-03-09 10:00:00,,,4,0,0.0
ev76,2021-03-09,2021-03-09 11:00:00,7.051774459625228,5.425531914893617,3,3,1.0
ev76,2021-03-09,2021-03-09 13:00:00,,,1,0,0.0
ev76,2021-03-09,2021-03-09 15:00:00,,,1,0,0.0
ev76,2021-03-10,2021-03-10 01:00:00,25.33333333333333,25.33333333333333,4,3,0.75
ev76,2021-03-10,2021-03-10 02:00:00,0.0,0.0,2,1,0.5
ev76,2021-03-10,2021-03-10 04:00:00,0.0,0.0,3,1,0.3333333333333333
ev76,2021-03-10,2021-03-10 05:00:00,0.0,0.0,3,2,0.6666666666666666
ev76,2021-03-10,2021-03-10 06:00:00,0.0,0.0,4,3,0.75
ev76,2021-03-11,2021-03-11 04:00:00,,,1,0,0.0
ev76,2021-03-11,2021-03-11 07:00:00,0.0,0.0,1,1,1.0
ev76,2021-03-11,2021-03-11 08:00:00,,,6,0,0.0
ev76,2021-03-11,2021-03-11 09:00:00,0.0,0.0,1,1,1.0
ev76,2021-03-11,2021-03-11 10:00:00,4.0,4.0,4,3,0.75
ev76,2021-03-11,2021-03-11 12:00:00,0.0,0.0,1,1,1.0
ev76,2021-03-11,2021-03-11 14:00:00,,,6,0,0.0
ev76,2021-03-11,2021-03-11 17:00:00,,,1,0,0.0
ev76,2021-03-12,2021-03-12 05:00:00,,,1,0,0.0
ev76,2021-03-12,2021-03-12 06:00:00,,,1,0,0.0
ev76,2021-03-12,2021-03-12 08:00:00,,,1,0,0.0
ev76,2021-03-12,2021-03-12 09:00:00,0.0,0.0,2,2,1.0
ev76,2021-03-12,2021-03-12 10:00:00,0.0,0.0,2,2,1.0
ev76,2021-03-12,2021-03-12 11:00:00,0.0,0.0,4,2,0.5
ev76,2021-03-12,2021-03-12 12:00:00,,,1,0,0.0
ev76,2021-03-12,2021-03-12 13:00:00,,,1,0,0.0
ev76,2021-03-12,2021-03-12 14:00:00,3.25,3.25,2,1,0.5
ev76,2021-03-13,2021-03-13 02:00:00,0.0,0.0,5,1,0.2
ev76,2021-03-13,2021-03-13 03:00:00,,,3,0,0.0
ev76,2021-03-13,2021-03-13 04:00:00,0.0,0.0,12,1,0.08333333333333333
ev76,2021-03-13,2021-03-13 05:00:00,0.0,0.0,2,2,1.0
ev76,2021-03-13,2021-03-13 06:00:00,0.0,0.0,7,1,0.14285714285714285
ev76,2021-03-13,2021-03-13 07:00:00,,,2,0,0.0
ev76,2021-03-13,2021-03-13 09:00:00,,,2,0,0.0
ev76,2021-03-13,2021-03-13 10:00:00,,,3,0,0.0
ev76,2021-03-13,2021-03-13 11:00:00,0.0,0.0,4,3,0.75
ev76,2021-03-13,2021-03-13 12:00:00,,,2,0,0.0
ev76,2021-03-13,2021-03-13 13:00:00,,,3,0,0.0
ev76,2021-03-13,2021-03-13 14:00:00,0.0,0.0,1,1,1.0
ev76,2021-03-14,2021-03-14 01:00:00,5.0,5.0,3,2,0.6666666666666666
ev76,2021-03-14,2021-03-14 02:00:00,25.333333333333336,11.333333333333334,7,4,0.5714285714285714
ev76,2021-03-14,2021-03-14 03:00:00,24.0,24.0,4,4,1.0
ev76,2021-03-14,2021-03-14 04:00:00,0.0,0.0,7,1,0.14285714285714285
ev76,2021-03-14,2021-03-14 05:00:00,0.0,0.0,6,1,0.16666666666666666
ev76,2021-03-14,2021-03-14 06:00:00,5.0,5.0,6,5,0.8333333333333334
ev76,2021-03-14,2021-03-14 07:00:00,0.0,0.0,4,1,0.25
ev76,2021-03-14,2021-03-14 08:00:00,9.333333333333332,7.333333333333333,3,3,1.0
ev76,2021-03-14,2021-03-14 09:00:00,1.4285714285714286,1.4285714285714286,4,4,1.0
ev76,2021-03-14,2021-03-14 10:00:00,5.5,5.5,7,6,0.8571428571428571
ev76,2021-03-14,2021-03-14 12:00:00,0.0,0.0,4,3,0.75
ev76,2021-03-14,2021-03-14 13:00:00,0.0,0.0,4,1,0.25
ev76,2021-03-14,2021-03-14 14:00:00,0.0,0.0,2,2,1.0
ev76,2021-03-15,2021-03-15 02:00:00,0.0,0.0,2,2,1.0
ev76,2021-03-15,2021-03-15 03:00:00,,,1,0,0.0
ev76,2021-03-15,2021-03-15 04:00:00,0.0,0.0,2,2,1.0
ev76,2021-03-15,2021-03-15 05:00:00,0.0,0.0,5,3,0.6
ev76,2021-03-15,2021-03-15 06:00:00,0.0,0.0,2,2,1.0
ev76,2021-03-15,2021-03-15 07:00:00,0.0,0.0,3,2,0.6666666666666666
ev76,2021-03-15,2021-03-15 10:00:00,0.0,0.0,2,1,0.5
ev76,2021-03-15,2021-03-15 12:00:00,,,4,0,0.0
ev76,2021-03-15,2021-03-15 13:00:00,0.0,0.0,7,3,0.42857142857142855
ev76,2021-03-15,2021-03-15 14:00:00,0.0,0.0,2,1,0.5
ev76,2021-03-15,2021-03-15 15:00:00,,,4,0,0.0
ev76,2021-03-16,2021-03-16 00:00:00,0.0,0.0,2,2,1.0
ev76,2021-03-16,2021-03-16 01:00:00,0.0,0.0,2,2,1.0
ev76,2021-03-16,2021-03-16 04:00:00,,,1,0,0.0
ev76,2021-03-16,2021-03-16 05:00:00,,,4,0,0.0
ev76,2021-03-16,2021-03-16 07:00:00,,,1,0,0.0
ev76,2021-03-16,2021-03-16 08:00:00,,,1,0,0.0
ev76,2021-03-16,2021-03-16 09:00:00,,,1,0,0.0
ev76,2021-03-16,2021-03-16 10:00:00,0.0,0.0,2,1,0.5
ev76,2021-03-17,2021-03-17 01:00:00,0.0,0.0,2,2,1.0
ev76,2021-03-17,2021-03-17 02:00:00,0.0,0.0,1,1,1.0
ev76,2021-03-17,2021-03-17 03:00:00,,,1,0,0.0
ev76,2021-03-17,2021-03-17 07:00:00,0.0,0.0,3,2,0.6666666666666666
ev76,2021-03-17,2021-03-17 09:00:00,,,1,0,0.0
ev76,2021-03-17,2021-03-17 10:00:00,0.0,0.0,2,1,0.5
ev76,2021-03-17,2021-03-17 12:00:00,0.0,0.0,3,2,0.6666666666666666
ev76,2021-03-17,2021-03-17 13:00:00,0.0,0.0,1,1,1.0
ev76,2021-03-17,2021-03-17 14:00:00,0.0,0.0,1,1,1.0
ev76,2021-03-17,2021-03-17 15:00:00,0.0,0.0,1,1,1.0
ev76,2021-03-17,2021-03-17 16:00:00,0.0,0.0,1,1,1.0
ev76,2021-03-17,2021-03-17 17:00:00,,,1,0,0.0
ev76,2021-03-18,2021-03-18 00:00:00,0.0,0.0,7,7,1.0
ev76,2021-03-18,2021-03-18 01:00:00,6.5,6.5,5,3,0.6
ev76,2021-03-18,2021-03-18 02:00:00,0.0,0.0,2,2,1.0
ev76,2021-03-18,2021-03-18 04:00:00,0.0,0.0,6,3,0.5
ev76,2021-03-18,2021-03-18 05:00:00,0.0,0.0,3,1,0.3333333333333333
ev76,2021-03-18,2021-03-18 06:00:00,0.0,0.0,6,4,0.6666666666666666
ev76,2021-03-18,2021-03-18 07:00:00,0.0,0.0,4,1,0.25
ev76,2021-03-18,2021-03-18 08:00:00,,,1,0,0.0
ev76,2021-03-18,2021-03-18 10:00:00,0.0,0.0,1,1,1.0
ev76,2021-03-18,2021-03-18 11:00:00,0.0,0.0,4,1,0.25
ev76,2021-03-18,2021-03-18 13:00:00,0.0,0.0,1,1,1.0
ev76,2021-03-18,2021-03-18 14:00:00,2.5,2.5,1,1,1.0
ev76,2021-03-18,2021-03-18 15:00:00,0.0,0.0,2,1,0.5
ev76,2021-03-18,2021-03-18 16:00:00,,,1,0,0.0
ev76,2021-03-19,2021-03-19 00:00:00,0.0,0.0,6,5,0.8333333333333334
ev76,2021-03-19,2021-03-19 01:00:00,0.0,0.0,1,1,1.0
ev76,2021-03-19,2021-03-19 06:00:00,,,1,0,0.0
ev76,2021-03-19,2021-03-19 07:00:00,0.0,0.0,3,1,0.3333333333333333
ev76,2021-03-19,2021-03-19 08:00:00,,,2,0,0.0
